atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_memberships	gcf_selected_category	gcf_selected_threshold	gcf_selected_id	gcf_selected_status	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
101	atlas_context	dataset_family_atlas	6853	mix	FAM_00090;FAM_01366	FAM_00090;FAM_01366	2	1		0	1	present	mix	hydrogen-cyanide;unknown	1		293	7	tier_3	Streptomyces_avermitilis_MA-4680	UNLABELED	Streptomyces_avermitilis_MA-4680_NC_003155.5.region011		other	FAM_00090;FAM_00985;FAM_01366;FAM_02099	mix@c0.3=FAM_00090;mix@c0.3=FAM_01366;other@c0.3=FAM_00985;other@c0.3=FAM_02099	mix	0.3	FAM_00090;FAM_01366	assigned	present	1	0	1	antiSMASH (complete applicable detector set)	knowncluster_moderate	BGC0002285.2 | aborycin; clustercompare 0.6349887828490122: hydrogen cyanide	aborycin		manual GCF-context review before follow-up	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20	Streptomyces_avermitilis_MA-4680 Streptomyces_avermitilis_MA-4680_NC_003155.5.region011 represents BiG-SCAPE CC 6853 (FAM_00090;FAM_01366) with 2 clustered records across 1 dataset genomes. Annotation hints include BGC0002285.2 | aborycin; clustercompare 0.6349887828490122: hydrogen cyanide, but product identity is not assigned.
102	atlas_context	dataset_family_atlas	1729	mix	FAM_00033;FAM_01309	FAM_00033;FAM_01309	2	1		0	1	present	mix	melanin	1		297	7	tier_3	Streptomyces_coelicolor_A3_2	UNLABELED	Streptomyces_coelicolor_A3_2_NC_003888.3.region009		other	FAM_00033;FAM_00962;FAM_01309;FAM_02076	mix@c0.3=FAM_00033;mix@c0.3=FAM_01309;other@c0.3=FAM_00962;other@c0.3=FAM_02076	mix	0.3	FAM_00033;FAM_01309	assigned	present	1	0	1	antiSMASH (complete applicable detector set)	clustercompare_hint	BGC0000700.5 | istamycin; clustercompare 1.0: melanin	istamycin		manual GCF-context review before follow-up	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Streptomyces_coelicolor_A3_2 Streptomyces_coelicolor_A3_2_NC_003888.3.region009 represents BiG-SCAPE CC 1729 (FAM_00033;FAM_01309) with 2 clustered records across 1 dataset genomes. Annotation hints include BGC0000700.5 | istamycin; clustercompare 1.0: melanin, but product identity is not assigned.
103	atlas_context	dataset_family_atlas	9492	mix	FAM_00104;FAM_01380	FAM_00104;FAM_01380	2	1		0	1	present	mix	T1PKS	1		384	6	tier_3	Mycosarcoma_maydis_521	UNLABELED	NC_026500.1.region001	BGC19	PKS	FAM_00104;FAM_00883;FAM_01380;FAM_02144	mix@c0.3=FAM_00104;mix@c0.3=FAM_01380;pks@c0.3=FAM_00883;pks@c0.3=FAM_02144	mix	0.3	FAM_00104;FAM_01380	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	BGC0001281.3 | ustilagic acid; clustercompare 0.6622394548840653: naphthopyrone	ustilagic acid		manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Mycosarcoma_maydis_521 NC_026500.1.region001 represents BiG-SCAPE CC 9492 (FAM_00104;FAM_01380) with 2 clustered records across 1 dataset genomes. Annotation hints include BGC0001281.3 | ustilagic acid; clustercompare 0.6622394548840653: naphthopyrone, but product identity is not assigned.
104	atlas_context	dataset_family_atlas	892	mix	FAM_00017;FAM_01293	FAM_00017;FAM_01293	2	1		0	1	present	mix	PKS-like.butyrolactone;indole	1		468	6	tier_3	Streptomyces_avermitilis_MA-4680	UNLABELED	Streptomyces_avermitilis_MA-4680_NC_003155.5.region024		PKS	FAM_00017;FAM_01244;FAM_01293;FAM_01921	mix@c0.3=FAM_00017;mix@c0.3=FAM_01293;pks.other@c0.3=FAM_01244;pks.other@c0.3=FAM_01921	mix	0.3	FAM_00017;FAM_01293	assigned	present	1	0	1	antiSMASH (complete applicable detector set)	knowncluster_moderate	BGC0001483.4 | 5-isoprenylindole-3-carboxylate β-D-glycosyl ester; clustercompare 0.6112264159153937: 5-isoprenylindole-3-carboxylate β-D-glycosyl ester	5-isoprenylindole-3-carboxylate β-D-glycosyl ester		manual GCF-context review before follow-up	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=20	Streptomyces_avermitilis_MA-4680 Streptomyces_avermitilis_MA-4680_NC_003155.5.region024 represents BiG-SCAPE CC 892 (FAM_00017;FAM_01293) with 2 clustered records across 1 dataset genomes. Annotation hints include BGC0001483.4 | 5-isoprenylindole-3-carboxylate β-D-glycosyl ester; clustercompare 0.6112264159153937: 5-isoprenylindole-3-carboxylate β-D-glycosyl ester, but product identity is not assigned.
105	atlas_context	dataset_family_atlas	11649	mix	FAM_00110;FAM_01386	FAM_00110;FAM_01386	2	1		0	1	present	mix	melanin;melanin.terpene-precursor	1		476	6	tier_3	Streptomyces_griseus_NBRC_13350	UNLABELED	Streptomyces_griseus_NBRC_13350_NC_010572.1.region005		terpene	FAM_00110;FAM_01264;FAM_01386;FAM_02553	mix@c0.3=FAM_00110;mix@c0.3=FAM_01386;other.terpene@c0.3=FAM_01264;other.terpene@c0.3=FAM_02553	mix	0.3	FAM_00110;FAM_01386	assigned	present	1	0	1	antiSMASH (complete applicable detector set)	clustercompare_hint	BGC0000700.5 | istamycin; clustercompare 0.9902237976277962: melanin	istamycin		manual GCF-context review before follow-up	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; clustercompare>=0.7	Streptomyces_griseus_NBRC_13350 Streptomyces_griseus_NBRC_13350_NC_010572.1.region005 represents BiG-SCAPE CC 11649 (FAM_00110;FAM_01386) with 2 clustered records across 1 dataset genomes. Annotation hints include BGC0000700.5 | istamycin; clustercompare 0.9902237976277962: melanin, but product identity is not assigned.
106	atlas_context	dataset_family_atlas	3210	mix	FAM_00058;FAM_01334	FAM_00058;FAM_01334	2	1		0	1	present	mix	terpene	1		577	5	tier_3	Streptomyces_griseus_NBRC_13350	UNLABELED	Streptomyces_griseus_NBRC_13350_NC_010572.1.region017		terpene	FAM_00058;FAM_00643;FAM_01334;FAM_02224	mix@c0.3=FAM_00058;mix@c0.3=FAM_01334;terpene@c0.3=FAM_00643;terpene@c0.3=FAM_02224	mix	0.3	FAM_00058;FAM_01334	assigned	present	1	0	1	antiSMASH (complete applicable detector set)	annotation_text_only	clustercompare 0.37175568331597797: sordaricin B			manual GCF-context review before follow-up	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Streptomyces_griseus_NBRC_13350 Streptomyces_griseus_NBRC_13350_NC_010572.1.region017 represents BiG-SCAPE CC 3210 (FAM_00058;FAM_01334) with 2 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.37175568331597797: sordaricin B, but product identity is not assigned.
107	atlas_context	dataset_family_atlas	8459	mix	FAM_00100;FAM_01376	FAM_00100;FAM_01376	2	1		0	1	present	mix	terpene;terpene-precursor	1		645	3	tier_4	Neurospora_crassa_OR74A	UNLABELED	NC_026505.1.region004		terpene	FAM_00100;FAM_00652;FAM_01376;FAM_02233	mix@c0.3=FAM_00100;mix@c0.3=FAM_01376;terpene@c0.3=FAM_00652;terpene@c0.3=FAM_02233	mix	0.3	FAM_00100;FAM_01376	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5618953467306944: pimara-8(14),15-diene			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Neurospora_crassa_OR74A NC_026505.1.region004 represents BiG-SCAPE CC 8459 (FAM_00100;FAM_01376) with 2 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5618953467306944: pimara-8(14),15-diene, but product identity is not assigned.
108	atlas_context	dataset_family_atlas	9043	mix	FAM_00103;FAM_01379	FAM_00103;FAM_01379	2	1		0	1	present	mix	terpene	2		664	3	tier_4	Tricharina_praecox_CBS_144465	UNLABELED	NW_026250413.1.region001		terpene	FAM_00103;FAM_00653;FAM_01379;FAM_02234	mix@c0.3=FAM_00103;mix@c0.3=FAM_01379;terpene@c0.3=FAM_00653;terpene@c0.3=FAM_02234	mix	0.3	FAM_00103;FAM_01379	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.47052191262820303: zeaxanthin			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Tricharina_praecox_CBS_144465 NW_026250413.1.region001 represents BiG-SCAPE CC 9043 (FAM_00103;FAM_01379) with 2 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.47052191262820303: zeaxanthin, but product identity is not assigned.
109	atlas_context	dataset_family_atlas	10093	mix	FAM_00456;FAM_01732	FAM_00456;FAM_01732	1	1		0	1	present	mix	NRPS.T1PKS	1		16	11	tier_1	Aspergillus_niger	UNLABELED	NT_166526.1.region001	BGC87	NRPS;PKS	FAM_00456;FAM_01227;FAM_01732;FAM_02488	mix@c0.3=FAM_00456;mix@c0.3=FAM_01732;nrps.pks@c0.3=FAM_01227;nrps.pks@c0.3=FAM_02488	mix	0.3	FAM_00456;FAM_01732	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001124.4 | pyranonigrin E; clustercompare 0.8716027877867618: pyranonigrin E; FBGC00300 100.0: pyranonigrin E	pyranonigrin E	pyranonigrin E	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_niger NT_166526.1.region001 represents BiG-SCAPE CC 10093 (FAM_00456;FAM_01732) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001124.4 | pyranonigrin E; clustercompare 0.8716027877867618: pyranonigrin E; FBGC00300 100.0: pyranonigrin E, but product identity is not assigned.
110	atlas_context	dataset_family_atlas	6615	mix	FAM_00329;FAM_01605	FAM_00329;FAM_01605	1	1		0	1	present	mix	NRPS	1		26	11	tier_1	Aspergillus_niger	UNLABELED	NT_166524.1.region001	BGC106	NRPS	FAM_00329;FAM_01119;FAM_01605;FAM_01992	mix@c0.3=FAM_00329;mix@c0.3=FAM_01605;nrps@c0.3=FAM_01119;nrps@c0.3=FAM_01992	mix	0.3	FAM_00329;FAM_01605	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001699.4 | nidulanin A; clustercompare 0.7281258784702447: cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val); FBGC00348 52.2: nidulanin A	nidulanin A	nidulanin A	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_niger NT_166524.1.region001 represents BiG-SCAPE CC 6615 (FAM_00329;FAM_01605) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001699.4 | nidulanin A; clustercompare 0.7281258784702447: cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val); FBGC00348 52.2: nidulanin A, but product identity is not assigned.
111	atlas_context	dataset_family_atlas	1337	mix	FAM_00166;FAM_01442	FAM_00166;FAM_01442	1	1		0	1	present	mix	T1PKS.indole	1		28	11	tier_1	Botrytis_cinerea_B05.10	UNLABELED	NC_037325.1.region001	BGC66	PKS;indole	FAM_00166;FAM_01245;FAM_01442;FAM_01922	mix@c0.3=FAM_00166;mix@c0.3=FAM_01442;pks.other@c0.3=FAM_01245;pks.other@c0.3=FAM_01922	mix	0.3	FAM_00166;FAM_01442	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001284.4 | alternariol; clustercompare 0.7167480977893763: alternariol; FBGC00331 65.2: alternariol	alternariol	alternariol	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Botrytis_cinerea_B05.10 NC_037325.1.region001 represents BiG-SCAPE CC 1337 (FAM_00166;FAM_01442) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001284.4 | alternariol; clustercompare 0.7167480977893763: alternariol; FBGC00331 65.2: alternariol, but product identity is not assigned.
112	atlas_context	dataset_family_atlas	5109	mix	FAM_00289;FAM_01565	FAM_00289;FAM_01565	1	1		0	1	present	mix	NRPS.T1PKS	1		29	11	tier_1	Aspergillus_niger	UNLABELED	NT_166524.1.region002	BGC107	NRPS;PKS	FAM_00289;FAM_01215;FAM_01565;FAM_02476	mix@c0.3=FAM_00289;mix@c0.3=FAM_01565;nrps.pks@c0.3=FAM_01215;nrps.pks@c0.3=FAM_02476	mix	0.3	FAM_00289;FAM_01565	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002197.2 | terrestric acid; clustercompare 0.7686947950264351: FR901512; FBGC00138 47.2: terrestric acid	terrestric acid	terrestric acid	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_niger NT_166524.1.region002 represents BiG-SCAPE CC 5109 (FAM_00289;FAM_01565) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002197.2 | terrestric acid; clustercompare 0.7686947950264351: FR901512; FBGC00138 47.2: terrestric acid, but product identity is not assigned.
113	atlas_context	dataset_family_atlas	357	mix	FAM_00133;FAM_01409	FAM_00133;FAM_01409	1	1		0	1	present	mix	NRPS-like	1		36	11	tier_1	Botrytis_cinerea_B05.10	UNLABELED	NC_037316.1.region001	BGC34	NRPS	FAM_00133;FAM_01071;FAM_01409;FAM_01944	mix@c0.3=FAM_00133;mix@c0.3=FAM_01409;nrps@c0.3=FAM_01071;nrps@c0.3=FAM_01944	mix	0.3	FAM_00133;FAM_01409	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002274.2 | aspulvinone H/aspulvinone B1; clustercompare 0.7692934263035709: aspulvinone H, aspulvinone B1; FBGC00406 49.4: aspulvinone E	aspulvinone H/aspulvinone B1	aspulvinone E	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=keyword	Botrytis_cinerea_B05.10 NC_037316.1.region001 represents BiG-SCAPE CC 357 (FAM_00133;FAM_01409) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002274.2 | aspulvinone H/aspulvinone B1; clustercompare 0.7692934263035709: aspulvinone H, aspulvinone B1; FBGC00406 49.4: aspulvinone E, but product identity is not assigned.
114	atlas_context	dataset_family_atlas	8294	mix	FAM_00394;FAM_01670	FAM_00394;FAM_01670	1	1		0	1	present	mix	NRPS-like	1		37	11	tier_1	Aspergillus_niger	UNLABELED	NT_166525.1.region005	BGC8	NRPS	FAM_00394;FAM_01138;FAM_01670;FAM_02011	mix@c0.3=FAM_00394;mix@c0.3=FAM_01670;nrps@c0.3=FAM_01138;nrps@c0.3=FAM_02011	mix	0.3	FAM_00394;FAM_01670	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002195.2 | kojic acid; clustercompare 0.7556472905235396: aspulvinone H, aspulvinone B1; FBGC00616 46.9: kojic acid	kojic acid	kojic acid	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_niger NT_166525.1.region005 represents BiG-SCAPE CC 8294 (FAM_00394;FAM_01670) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002195.2 | kojic acid; clustercompare 0.7556472905235396: aspulvinone H, aspulvinone B1; FBGC00616 46.9: kojic acid, but product identity is not assigned.
115	atlas_context	dataset_family_atlas	646	mix	FAM_00142;FAM_01418	FAM_00142;FAM_01418	1	1		0	1	present	mix	NRPS.T1PKS	1		55	10	tier_2	Aspergillus_niger	UNLABELED	NT_166533.1.region001	BGC112	NRPS;PKS	FAM_00142;FAM_01209;FAM_01418;FAM_02470	mix@c0.3=FAM_00142;mix@c0.3=FAM_01418;nrps.pks@c0.3=FAM_01209;nrps.pks@c0.3=FAM_02470	mix	0.3	FAM_00142;FAM_01418	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002210.3 | pyranoviolin A; clustercompare 0.7079529402681796: fusarin C; FBGC00181 64.0: pyranonigrin A	pyranoviolin A	pyranonigrin A	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Aspergillus_niger NT_166533.1.region001 represents BiG-SCAPE CC 646 (FAM_00142;FAM_01418) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002210.3 | pyranoviolin A; clustercompare 0.7079529402681796: fusarin C; FBGC00181 64.0: pyranonigrin A, but product identity is not assigned.
116	atlas_context	dataset_family_atlas	4586	mix	FAM_00266;FAM_01542	FAM_00266;FAM_01542	1	1		0	1	present	mix	T1PKS	1		57	10	tier_2	Aspergillus_fumigatus_Af293	UNLABELED	NC_007194.1.region007	BGC7	PKS	FAM_00266;FAM_00910;FAM_01542;FAM_02171	mix@c0.3=FAM_00266;mix@c0.3=FAM_01542;pks@c0.3=FAM_00910;pks@c0.3=FAM_02171	mix	0.3	FAM_00266;FAM_01542	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002139.3 | burnettiene A/preburnettiene B/preburnettiene A; clustercompare 0.6801303429453903: burnettiene A, preburnettiene B, preburnettiene A; FBGC00611 63.1: burnettiene A	burnettiene A/preburnettiene B/preburnettiene A	burnettiene A	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; FunBGCeX_similarity>=10; product_support=keyword	Aspergillus_fumigatus_Af293 NC_007194.1.region007 represents BiG-SCAPE CC 4586 (FAM_00266;FAM_01542) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002139.3 | burnettiene A/preburnettiene B/preburnettiene A; clustercompare 0.6801303429453903: burnettiene A, preburnettiene B, preburnettiene A; FBGC00611 63.1: burnettiene A, but product identity is not assigned.
117	atlas_context	dataset_family_atlas	1083	mix	FAM_00154;FAM_01430	FAM_00154;FAM_01430	1	1		0	1	present	mix	isocyanide.terpene	1		59	10	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	NC_066263.1.region013	BGC54	terpene	FAM_00154;FAM_01262;FAM_01430;FAM_02551	mix@c0.3=FAM_00154;mix@c0.3=FAM_01430;other.terpene@c0.3=FAM_01262;other.terpene@c0.3=FAM_02551	mix	0.3	FAM_00154;FAM_01430	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002162.3 | sesterfisherol/sesterfisheric acid/compound 6/compound 7a/compound 5/compound 8; clustercompare 0.7165578779647991: sesterfisherol, sesterfisheric acid, compound 6, compound 7a, compound 5, compound 8; FBGC00426 62.4: sesterfisheric acid	sesterfisherol/sesterfisheric acid/compound 6/compound 7a/compound 5/compound 8	sesterfisheric acid	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=keyword	Aspergillus_nidulans_FGSC_A4 NC_066263.1.region013 represents BiG-SCAPE CC 1083 (FAM_00154;FAM_01430) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002162.3 | sesterfisherol/sesterfisheric acid/compound 6/compound 7a/compound 5/compound 8; clustercompare 0.7165578779647991: sesterfisherol, sesterfisheric acid, compound 6, compound 7a, compound 5, compound 8; FBGC00426 62.4: sesterfisheric acid, but product identity is not assigned.
118	atlas_context	dataset_family_atlas	15801	mix	FAM_00632;FAM_01908	FAM_00632;FAM_01908	1	1		0	1	present	mix	NRPS	1		61	10	tier_2	Aspergillus_fumigatus_Af293	UNLABELED	NC_007194.1.region003	BGC3	NRPS	FAM_00632;FAM_01196;FAM_01908;FAM_02069	mix@c0.3=FAM_00632;mix@c0.3=FAM_01908;nrps@c0.3=FAM_01196;nrps@c0.3=FAM_02069	mix	0.3	FAM_00632;FAM_01908	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001699.4 | nidulanin A; clustercompare 0.6685945788176467: cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val); FBGC00348 52.7: nidulanin A	nidulanin A	nidulanin A	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_fumigatus_Af293 NC_007194.1.region003 represents BiG-SCAPE CC 15801 (FAM_00632;FAM_01908) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001699.4 | nidulanin A; clustercompare 0.6685945788176467: cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val); FBGC00348 52.7: nidulanin A, but product identity is not assigned.
