genome,scaffold,overlap_bp,antismash_bgc_id,antismash_start,antismash_end,antismash_bgc_class,antismash_knowncluster_similarity_score,antismash_knowncluster_accession,antismash_knowncluster_product,antismash_clustercompare_similarity_score,antismash_clustercompare_compounds,antismash_clustercompare_organism,funbgcex_bgc_id,funbgcex_start,funbgcex_end,funbgcex_core_enzymes,funbgcex_similar_bgc,funbgcex_similarity_score,funbgcex_putative_product,same_putative_product_exact,same_putative_product_keyword
Aspergillus_flavus_NRRL3357,CP059871,31552,CP059871.1.region008,2505445,2581459,NRPS,75,BGC0001699.4,nidulanin A,0.7219251729332168,"cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val)",Penicillium rubens Wisconsin 54-1255,BGC75,2529561,2561112,NRPS,FBGC00348,47.3,nidulanin A,yes,yes
Aspergillus_flavus_NRRL3357,CP059871,15175,CP059871.1.region009,2929201,2960036,terpene,,,,0.36143058450433196,aspulvinone E,Aspergillus terreus NIH2624,BGC76,2938535,2953709,TC (Pyr4),FBGC00794,100.0,aflavinine,no,no
Aspergillus_flavus_NRRL3357,CP059871,50302,CP059871.1.region010,3134269,3301036,NRPS;PKS;terpene,90,BGC0001445.5,leporin B,0.8798175508768683,leporin B,Aspergillus flavus NRRL3357,BGC80,3235735,3286036,"NRPS, TC (Tri5)",,,,no,no
Aspergillus_flavus_NRRL3357,CP059871,55777,CP059871.1.region011,3781862,3846644,NRPS,77,BGC0001123.5,aspirochlorine,0.7963386524006225,aspirochlorine,Aspergillus oryzae RIB40,BGC81,3790868,3899230,"NRPS, NRPS",FBGC00397,99.1,aspirochlorine,yes,yes
Aspergillus_flavus_NRRL3357,CP059871,0,CP059871.1.region012,3853217,3923429,NRPS,70,BGC0001621.4,imizoquin A/imizoquin B/imizoquin C/imizoquin D/TMC-2A/TMC-2B,0.8400829046580678,"imizoquin A, imizoquin B, imizoquin C, imizoquin D, TMC-2A, TMC-2B",Aspergillus flavus NRRL3357,,,,,,,,no,no
Aspergillus_flavus_NRRL3357,CP059872,0,,,,,,,,,,,BGC86,803547,817242,RiPP PP,,,,no,no
Aspergillus_flavus_NRRL3357,CP059872,0,,,,,,,,,,,BGC87,825745,861779,RiPP PP,FBGC00494,74.1,asperipin-2a,no,no
Aspergillus_flavus_NRRL3357,CP059872,0,,,,,,,,,,,BGC89,1122506,1126353,TC (Class1),FBGC00574,9.6,heptelidic acid,no,no
Aspergillus_flavus_NRRL3357,CP059872,34458,CP059872.1.region001,16881,84383,PKS,,,,0.6697316650579491,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC82,34367,68824,HR-PKS,FBGC00009,4.4,citreohybridonol,no,no
Aspergillus_flavus_NRRL3357,CP059872,71503,CP059872.1.region002,104802,201502,NRPS;terpene,20,BGC0001515.4,aspercryptins,0.7223002622768278,bovienimide A,Xenorhabdus bovienii SS-2004,BGC83,115000,186502,"NRPS, chimeric TS",FBGC00199,11.8,atranorin,no,no
Aspergillus_flavus_NRRL3357,CP059872,26053,CP059872.1.region003,293794,324950,terpene,50,BGC0000667.3,PR-toxin,0.6062815235310146,PR-toxin,Penicillium roqueforti FM164,BGC84,293168,319846,TC (Class1),FBGC00684,96.0,sporogen AO-1,no,no
Aspergillus_flavus_NRRL3357,CP059872,2861,CP059872.1.region004,397035,428676,terpene,,,,0.5095162057051373,(+)-δ-cadinol,Coniophora puteana RWD-64-598 SS2,BGC85,412035,414895,TC (Class1),,,,no,no
Aspergillus_flavus_NRRL3357,CP059872,8530,CP059872.1.region005,878825,942184,NRPS,,,,0.43472296371862557,O-antigen,Xanthomonas oryzae pv. oryzae,BGC88,908825,917354,NRPS-like,,,,no,no
Aspergillus_flavus_NRRL3357,CP059872,22047,CP059872.1.region006,1103350,1166911,NRPS;terpene,45,BGC0001995.3,heptelidic acid,0.5522274361016503,himeic acid A,Aspergillus japonicus,BGC90,1133350,1155396,NRPS,FBGC00171,9.2,rubiginosins,no,no
Aspergillus_flavus_NRRL3357,CP059872,6159,CP059872.1.region007,1238804,1269871,terpene,,,,0.24632839551808292,oxepinamide D,Aspergillus ustus,BGC91,1248713,1254871,TC (UbiA),,,,no,no
Aspergillus_flavus_NRRL3357,CP059872,15220,CP059872.1.region008,1940919,1976790,terpene;indole,13,BGC0001776.3,shearinine D,0.5542129224103928,sespendole,Cordana terrestris,BGC92,1955919,1971138,"TC (Pyr4), PT (DMATS)",FBGC00477,97.8,aflatrem,no,no
Aspergillus_flavus_NRRL3357,CP059872,9239,CP059872.1.region009,2778798,2844144,PKS,100,BGC0001276.3,6-methylsalicyclic acid,0.8115429547688281,6-methylsalicyclic acid,Aspergillus terreus,BGC93,2808798,2818036,PR-PKS,FBGC00322,48.9,(R)-mellein,no,no
Aspergillus_flavus_NRRL3357,CP059873,0,,,,,,,,,,,BGC101,2267630,2278920,NRPS-like,,,,no,no
Aspergillus_flavus_NRRL3357,CP059873,0,,,,,,,,,,,BGC103,2437483,2439451,RiPP PP,,,,no,no
Aspergillus_flavus_NRRL3357,CP059873,0,,,,,,,,,,,BGC106,2964544,2966000,PT (DMATS),,,,no,no
Aspergillus_flavus_NRRL3357,CP059873,0,,,,,,,,,,,BGC94,361110,366159,TC (Class1),FBGC00218,3.1,azaterrilone A,no,no
Aspergillus_flavus_NRRL3357,CP059873,36192,CP059873.1.region001,344116,425150,NRPS;terpene,,,,0.7140050057360653,HC-toxin,Alternaria jesenskae,BGC95,374116,410307,NRPS,FBGC00647,9.7,chrysogine,no,no
Aspergillus_flavus_NRRL3357,CP059873,15112,CP059873.1.region002,472553,536330,NRPS,,,,0.6023498101461114,kolossin,Photorhabdus laumondii subsp. laumondii TTO1,BGC96,502553,517664,PKS-NRPS,FBGC00060,9.7,monacolin K,no,no
Aspergillus_flavus_NRRL3357,CP059873,36066,CP059873.1.region003,709777,786331,NRPS;PKS,,,,0.6453698401966506,fusarin C,Fusarium fujikuroi,BGC97,730883,766948,"PKS-NRPS, NRPS",FBGC00240,13.7,endocrocin,no,no
Aspergillus_flavus_NRRL3357,CP059873,61359,CP059873.1.region004,836605,936663,NRPS,25,BGC0002710.2,metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid,0.7476998619406197,dimethylcoprogen,Alternaria alternata,BGC98,853066,914424,"NRPS, NRPS",FBGC00374,78.3,triacetylfusarinine C/hydroxyferricrocin,no,no
Aspergillus_flavus_NRRL3357,CP059873,53467,CP059873.1.region005,1649282,1712371,NRPS,33,BGC0002146.2,FR901483,0.694459083057365,himeic acid A,Aspergillus japonicus,BGC99,1650811,1704277,NRPS-like,FBGC00404,100.0,piperazine derivatives,no,no
Aspergillus_flavus_NRRL3357,CP059873,13893,CP059873.1.region006,2049953,2113054,NRPS,,,,0.5982345964419552,"bicornutin A1, bicornutin A2",Xenorhabdus budapestensis,BGC100,2075756,2089648,NRPS-like,,,,no,no
Aspergillus_flavus_NRRL3357,CP059873,39094,CP059873.1.region007,2240809,2360543,NRPS;PKS,,,,0.7539622445780492,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC102,2298145,2337238,"NR-PKS, HR-PKS",FBGC00264,9.7,trihazone F,no,no
Aspergillus_flavus_NRRL3357,CP059873,3304,CP059873.1.region008,2427125,2490428,NRPS,,,,0.5019965354783302,"nonactin, monactin, dinactin, trinactin, tetranactin",Streptomyces griseus subsp. griseus,BGC104,2457125,2460428,NRPS-like,,,,no,no
Aspergillus_flavus_NRRL3357,CP059873,0,CP059873.1.region009,2613189,2644798,terpene,40,BGC0001839.3,squalestatin S1,0.6865835669860323,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Aspergillus_flavus_NRRL3357,CP059873,41186,CP059873.1.region010,2837687,2905848,PKS,20,BGC0000027.4,ankaflavin/monascin/rubropunctatine/monascorubrin,0.651376394559122,alternariol,Parastagonospora nodorum SN15,BGC105,2861496,2902681,NR-PKS,FBGC00210,41.5,"2,4-dihydroxy-3-methyl-6-(2-oxoundecyl)benzaldehyde",no,no
Aspergillus_flavus_NRRL3357,CP059873,14635,CP059873.1.region011,3014080,3080545,PKS,100,BGC0002236.2,8-methyldiaporthin,0.95126702844612,8-methyldiaporthin,Aspergillus oryzae RIB40,BGC107,3038022,3052656,NR-PKS,FBGC00564,99.0,8-methyldiaporthin,yes,yes
Aspergillus_fumigatus_Af293,NC_007194,0,,,,,,,,,,,BGC6,4788607,4795005,TC (Tri5),,,,no,no
Aspergillus_fumigatus_Af293,NC_007194,20850,NC_007194.1.region001,322044,388955,PKS,,,,0.7449064201429001,ACT-Toxin II,Alternaria alternata,BGC1,338106,358955,HR-PKS,FBGC00253,12.8,tenuazonic acid,no,no
Aspergillus_fumigatus_Af293,NC_007194,9259,NC_007194.1.region002,2601383,2632348,terpene,,,,0.4325135858906292,HEx-tc1 terpene,Trichoderma virens Gv29-8,BGC2,2610281,2619539,TC (UbiA),,,,no,no
Aspergillus_fumigatus_Af293,NC_007194,32363,NC_007194.1.region003,2645699,2724887,NRPS,75,BGC0001699.4,nidulanin A,0.6685945788176467,"cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val)",Penicillium rubens Wisconsin 54-1255,BGC3,2673293,2705655,NRPS,FBGC00348,52.7,nidulanin A,yes,yes
Aspergillus_fumigatus_Af293,NC_007194,13786,NC_007194.1.region004,3477224,3508445,terpene,,,,0.563022204057563,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,BGC4,3479660,3493445,PPPS,FBGC00800,20.8,(-)-vinigrol or its analogue,no,no
Aspergillus_fumigatus_Af293,NC_007194,0,NC_007194.1.region005,4014547,4053436,other,,,,0.3094974923184847,"belactosin A, belactosin C",Streptomyces sp.,,,,,,,,no,no
Aspergillus_fumigatus_Af293,NC_007194,34275,NC_007194.1.region006,4658800,4733141,NRPS,25,BGC0002710.2,metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid,0.6944678388111591,epichloenin A,Epichloe festucae,BGC5,4668867,4703141,NRPS,FBGC00373,100.0,triacetylfusarinine C/hydroxyferricrocin,no,no
Aspergillus_fumigatus_Af293,NC_007194,40129,NC_007194.1.region007,4872297,4918979,PKS,75,BGC0002139.3,burnettiene A/preburnettiene B/preburnettiene A,0.6801303429453903,"burnettiene A, preburnettiene B, preburnettiene A",Aspergillus burnettii FRR 5400,BGC7,4829039,4912425,HR-PKS,FBGC00611,63.1,burnettiene A,no,yes
Aspergillus_fumigatus_Af293,NC_007195,27353,NC_007195.1.region001,276145,344706,PKS,,,,0.7328612242034644,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC8,293643,320995,HR-PKS,,,,no,no
Aspergillus_fumigatus_Af293,NC_007195,2990,NC_007195.1.region002,473428,504477,terpene,,,,0.31958290514178994,"(-)-Cyatha-3,12-diene",Dentipellis sp. KUC8613,BGC9,486488,489477,TC (UbiA),,,,no,no
Aspergillus_fumigatus_Af293,NC_007195,36662,NC_007195.1.region003,4657844,4724505,PKS,100,BGC0002175.3,YWA1,0.8353356436122518,YWA1,Aspergillus oryzae RIB40,BGC10,4657628,4694505,NR-PKS,FBGC00334,100.0,DHN-melanin,no,no
Aspergillus_fumigatus_Af293,NC_007195,23811,NC_007195.1.region004,4767515,4810220,indole,100,BGC0000811.3,fumigaclavine C,1.0,fumigaclavine C,Aspergillus fumigatus Af293,BGC11,4775380,4799190,"PT (DMATS), PT (DMATS)",FBGC00063,47.6,elymoclavine,no,no
Aspergillus_fumigatus_Af293,NC_007196,0,,,,,,,,,,,BGC14,694320,708220,NRPS-like,FBGC00208,26.1,azasperpyranone A,no,no
Aspergillus_fumigatus_Af293,NC_007196,23573,NC_007196.1.region001,322856,390985,PKS,16,BGC0002222.2,zopfiellin,0.6559483200967456,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC12,348200,371772,HR-PKS,FBGC00669,16.9,cordycepin,no,no
Aspergillus_fumigatus_Af293,NC_007196,50308,NC_007196.1.region002,616906,727670,NRPS;PKS,18,BGC0002267.2,azasperpyranone A/azasperpyranone B/azasperpyranone C/azasperpyranone D/azasperpyranone E/azasperpyranone F/azasperpyranone G/azasperpyranone H,0.6628235323536298,alternariol,Parastagonospora nodorum SN15,BGC13,619106,669413,NR-PKS,FBGC00525,4.7,duclauxin,no,no
Aspergillus_fumigatus_Af293,NC_007196,73664,NC_007196.1.region003,862438,944474,NRPS,25,BGC0002710.2,metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid,0.7486718325815241,dimethylcoprogen,Alternaria alternata,BGC15,864234,937897,"NRPS, NRPS",FBGC00374,100.0,triacetylfusarinine C/hydroxyferricrocin,no,no
Aspergillus_fumigatus_Af293,NC_007196,22264,NC_007196.1.region004,3400194,3466923,NRPS;indole,100,BGC0000372.5,hexadehydroastechrome/terezine-D/astechrome,0.9782136955816919,"hexadehydroastechrome, terezine-D, astechrome",Aspergillus fumigatus Af293,BGC16,3423866,3446129,"NRPS, PT (DMATS)",FBGC00594,99.6,hexadehydroastechrome,no,yes
Aspergillus_fumigatus_Af293,NC_007196,17309,NC_007196.1.region005,3573135,3653216,NRPS,,,,0.7330867000093984,dimethylcoprogen,Alternaria alternata,BGC17,3605885,3623193,"NRPS, ICS, NRPS-like",FBGC00541,100.0,(S)-2-isocyanoisovaleric acid,no,no
Aspergillus_fumigatus_Af293,NC_007196,26111,NC_007196.1.region006,3867251,3934985,PKS,,,,0.753728360832584,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC18,3895396,3921506,HR-PKS,FBGC00555,88.3,sphingofungins,no,no
Aspergillus_fumigatus_Af293,NC_007196,20688,NC_007196.1.region007,3980522,4047637,NRPS,,,,0.7230652683191424,dimethylcoprogen,Alternaria alternata,BGC19,4002781,4023468,NRPS,FBGC00817,6.0,ligustrone A,no,no
Aspergillus_fumigatus_Af293,NC_007197,0,,,,,,,,,,,BGC22,373174,384448,ICS,FBGC00350,13.3,asperphenamate,no,no
Aspergillus_fumigatus_Af293,NC_007197,0,,,,,,,,,,,BGC23,1514323,1515582,PT (UbiA),,,,no,no
Aspergillus_fumigatus_Af293,NC_007197,0,,,,,,,,,,,BGC24,2155227,2159358,PT (UbiA),,,,no,no
Aspergillus_fumigatus_Af293,NC_007197,0,,,,,,,,,,,BGC25,2934763,2944294,NRPS-like,FBGC00667,24.8,isaridins,no,no
Aspergillus_fumigatus_Af293,NC_007197,33038,NC_007197.1.region001,25988,91485,PKS,100,BGC0001118.5,endocrocin,0.8735804647362989,endocrocin,Aspergillus fumigatus Af293,BGC20,35916,68953,NR-PKS,FBGC00240,97.5,endocrocin,yes,yes
Aspergillus_fumigatus_Af293,NC_007197,11282,NC_007197.1.region002,331058,392971,other,,,,0.43549734929334183,sinapigladioside,Burkholderia gladioli,BGC21,358663,369944,ICS,,,,no,no
Aspergillus_fumigatus_Af293,NC_007197,0,NC_007197.1.region003,904113,934899,terpene,,,,0.3444830324687981,yanuthone D,Aspergillus niger ATCC 1015,,,,,,,,no,no
Aspergillus_fumigatus_Af293,NC_007197,3875,NC_007197.1.region004,3145656,3177957,terpene,100,BGC0001248.3,clavaric acid,0.7871079859405229,clavaric acid,Hypholoma sublateritium,BGC26,3160656,3164530,TC (SHC/OSC),FPROT00020,4.8,arthripenoids,no,no
Aspergillus_fumigatus_Af293,NC_007197,26292,NC_007197.1.region005,3806931,3872461,PKS,100,BGC0001403.3,trypacidin,0.8735804647362989,trypacidin,Aspergillus fumigatus Af293,BGC27,3822105,3848396,NR-PKS,FBGC00246,100.0,trypacidin,yes,yes
Aspergillus_fumigatus_Af293,NC_007197,17647,NC_007197.1.region006,3877066,3909273,terpene,100,BGC0000686.3,helvolic acid,1.0,helvolic acid,Aspergillus fumigatus Af293,BGC28,3890696,3908342,TC (SHC/OSC),FBGC00467,100.0,helvolic acid,yes,yes
Aspergillus_fumigatus_Af293,NC_007198,0,,,,,,,,,,,BGC30,78168,107442,NRPS,FBGC00528,6.0,tricholignan A,no,no
Aspergillus_fumigatus_Af293,NC_007198,17139,NC_007198.1.region001,1,20290,terpene,100,BGC0002173.2,"fumihopaside A/compound 3/21-β-H-hopane-3beta, 22-diol",0.9384457042294712,"fumihopaside A, compound 3, 21-β-H-hopane-3beta, 22-diol",Aspergillus fumigatus A1163,BGC29,3152,25947,TC (SHC/OSC),FBGC00466,98.5,fumihopaside A,no,yes
Aspergillus_fumigatus_Af293,NC_007198,31656,NC_007198.1.region002,392927,424582,terpene,8,BGC0001882.3,chrysoxanthone A/chrysoxanthone B/chrysoxanthone C,0.561694911989972,preaspterpenacid I,Aspergillus terreus NIH2624,BGC31,389543,425737,chimeric TS,FBGC00799,15.8,(-)-vinigrol or its analogue,no,no
Aspergillus_fumigatus_Af293,NC_007198,3932,NC_007198.1.region003,616975,648093,terpene,,,,0.33823657388174955,raimonol,Streptomyces anulatus,BGC32,629162,633093,PPPS,FBGC00069,3.9,viridicatumtoxin,no,no
Aspergillus_fumigatus_Af293,NC_007198,22291,NC_007198.1.region004,666714,729049,other,,,,0.491162089487341,itaconic acid,Ustilago maydis,BGC33,685654,707944,ICS,FBGC00570,99.9,xanthocillin,no,no
Aspergillus_fumigatus_Af293,NC_007198,2398,NC_007198.1.region005,1069167,1101564,terpene,100,BGC0001248.3,clavaric acid,0.79546063406169,clavaric acid,Hypholoma sublateritium,BGC34,1084167,1086564,TC (SHC/OSC),FPROT00020,5.9,arthripenoids,no,no
Aspergillus_fumigatus_Af293,NC_007198,10534,NC_007198.1.region006,2573086,2636910,NRPS,100,BGC0002276.2,choline,0.8181261742884133,choline,Aspergillus nidulans FGSC A4,BGC35,2600579,2611112,NRPS-like,FBGC00338,80.1,choline,yes,yes
Aspergillus_fumigatus_Af293,NC_007198,39988,NC_007198.1.region007,3284537,3370084,NRPS,,,,0.7374837259063708,AM-toxin,Alternaria alternata,BGC36,3302805,3342792,NRPS,,,,no,no
Aspergillus_fumigatus_Af293,NC_007198,14768,NC_007198.1.region008,3771987,3802774,terpene,,,,0.3293733488049858,chevalone E,Aspergillus versicolor,BGC37,3781952,3796719,TC (Pyr4),FBGC00019,7.2,chevalone E,no,no
Aspergillus_fumigatus_Af293,NC_007198,6477,NC_007198.1.region009,3882536,3915493,terpene,,,,0.5148645052322908,conidiogenone,Penicillium rubens Wisconsin 54-1255,BGC38,3895482,3901958,TC (PbcA),,,,no,no
Aspergillus_fumigatus_Af293,NC_007199,0,,,,,,,,,,,BGC40,173570,176207,RiPP PP,,,,no,no
Aspergillus_fumigatus_Af293,NC_007199,0,,,,,,,,,,,BGC42,1459745,1476209,TC (SHC/OSC),,,,no,no
Aspergillus_fumigatus_Af293,NC_007199,0,,,,,,,,,,,BGC43,1619643,1625779,PT (UbiA),FBGC00814,5.1,asperpentyn,no,no
Aspergillus_fumigatus_Af293,NC_007199,0,,,,,,,,,,,BGC45,2334637,2344096,NRPS,FBGC00341,25.6,acetylaszonalenin,no,no
Aspergillus_fumigatus_Af293,NC_007199,3006,NC_007199.1.region001,102859,133698,terpene,,,,0.3285985539614711,mycophenolic acid,Penicillium brevicompactum,BGC39,115693,118698,TC (Pyr4),,,,no,no
Aspergillus_fumigatus_Af293,NC_007199,26003,NC_007199.1.region002,718395,783511,NRPS,20,BGC0001621.4,imizoquin A/imizoquin B/imizoquin C/imizoquin D/TMC-2A/TMC-2B,0.6169159392024016,peramine,Epichloe festucae,BGC41,734987,760989,NRPS-like,FBGC00189,99.8,fumisoquin C,no,no
Aspergillus_fumigatus_Af293,NC_007199,8725,NC_007199.1.region003,1993279,2056507,NRPS,,,,0.4412916152477488,Livipeptin,Streptomyces lividans 1326,BGC44,2017783,2026507,NRPS-like,,,,no,no
Aspergillus_fumigatus_Af293,NC_007199,48057,NC_007199.1.region004,2309538,2410042,NRPS;terpene,100,BGC0002162.3,sesterfisherol/sesterfisheric acid/compound 6/compound 7a/compound 5/compound 8,0.8535819003289866,"sesterfisherol, sesterfisheric acid, compound 6, compound 7a, compound 5, compound 8",Aspergillus fischeri NRRL 181,BGC46,2346986,2395042,"NRPS, chimeric TS",FBGC00058,98.8,gliotoxin,no,no
Aspergillus_fumigatus_Af293,NC_007199,24812,NC_007199.1.region005,2983593,3065305,NRPS,100,BGC0000355.5,fumiquinazoline A/fumiquinazoline C/fumiquinazoline D,0.9245410766398379,"fumiquinazoline A, fumiquinazoline C, fumiquinazoline D",Aspergillus fumigatus Af293,BGC47,3010494,3035305,"NRPS, NRPS",FBGC00343,99.3,fumiquinazoline C,no,yes
Aspergillus_fumigatus_Af293,NC_007199,38233,NC_007199.1.region006,3521104,3588495,PKS;terpene,100,BGC0000129.3,pyripyropene A,0.9874986894691234,pyripyropene A,Aspergillus fumigatus Af293,BGC48,3545880,3584112,"HR-PKS, TC (Pyr4), PT (UbiA)",FBGC00001,99.9,pyripyropene A,yes,yes
Aspergillus_fumigatus_Af293,NC_007200,0,,,,,,,,,,,BGC49,27793,50324,"NR-PKS, PT (DMATS)",FBGC00227,93.7,neosartoricin,no,no
Aspergillus_fumigatus_Af293,NC_007200,0,,,,,,,,,,,BGC51,1015962,1017200,TC (SHC/OSC),,,,no,no
Aspergillus_fumigatus_Af293,NC_007200,32220,NC_007200.1.region001,6017,104659,PKS;terpene;indole,83,BGC0002646.3,hancockinone A,0.7574540435293874,hancockinone A,Aspergillus hancockii,BGC50,57440,89659,"TC (SHC/OSC), TC (SHC/OSC)",FBGC00662,82.9,fumionoceroid C,no,no
Aspergillus_fumigatus_Af293,NC_007200,0,NC_007200.1.region002,304852,336460,terpene,60,BGC0001839.3,squalestatin S1,0.6985130075065554,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Aspergillus_fumigatus_Af293,NC_007201,0,,,,,,,,,,,BGC52,2961,49410,"NRPS, PT (DMATS), PT (DMATS)",FBGC00043,99.7,fumitremorgin A,no,no
Aspergillus_fumigatus_Af293,NC_007201,0,,,,,,,,,,,BGC54,147860,149248,PT (DMATS),FBGC00623,15.6,acu-dioxomorpholine A,no,no
Aspergillus_fumigatus_Af293,NC_007201,0,,,,,,,,,,,BGC57,1545901,1552980,RiPP PP,FBGC00494,30.1,asperipin-2a,no,no
Aspergillus_fumigatus_Af293,NC_007201,65038,NC_007201.1.region001,1,164248,NRPS;PKS;terpene;indole,100,BGC0001067.5,Fumagillin,0.9826051567826208,Fumagillin,Aspergillus fumigatus Af293,BGC53,79285,144322,"PKS-NRPS, HR-PKS, TC (UbiA)",FBGC00287,94.9,fumagillin/pseurotin,no,yes
Aspergillus_fumigatus_Af293,NC_007201,8581,NC_007201.1.region002,400403,463447,NRPS,,,,0.6034212099311219,peramine,Epichloe festucae,BGC55,424867,433447,NRPS-like,FBGC00545,7.8,brevijanazine A,no,no
Aspergillus_fumigatus_Af293,NC_007201,41714,NC_007201.1.region003,601460,667026,PKS;terpene,100,BGC0002604.2,sartorypyrone A,0.7206867763489178,sartorypyrone A,Aspergillus felis,BGC56,605603,647316,"NR-PKS, TC (Pyr4), PT (UbiA), PPPS",FBGC00681,99.1,sartorypyrones,no,no
Aspergillus_nidulans_FGSC_A4,NC_066257,0,,,,,,,,,,,BGC2,204476,222640,HR-PKS,FBGC00509,11.8,didymellamide B,no,no
Aspergillus_nidulans_FGSC_A4,NC_066257,46041,NC_066257.1.region001,109085,244310,NRPS;PKS,100,BGC0000037.4,cichorine,1.0,cichorine,Aspergillus nidulans FGSC A4,BGC1,121125,167165,"NR-PKS, NRPS-like",FBGC00212,100.0,cichorine,yes,yes
Aspergillus_nidulans_FGSC_A4,NC_066257,17606,NC_066257.1.region002,766758,833124,NRPS,25,BGC0002710.2,metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid,0.7607179138281028,dimethylcoprogen,Alternaria alternata,BGC3,788410,806015,NRPS,FBGC00374,75.2,triacetylfusarinine C/hydroxyferricrocin,no,no
Aspergillus_nidulans_FGSC_A4,NC_066257,8374,NC_066257.1.region003,1512669,1578214,PKS,100,BGC0000684.4,asperthecin,0.8735804647362989,asperthecin,Aspergillus nidulans FGSC A4,BGC4,1539841,1548214,NR-PKS,FBGC00233,75.0,asperthecin,yes,yes
Aspergillus_nidulans_FGSC_A4,NC_066257,36155,NC_066257.1.region004,3087076,3165930,PKS;indole,18,BGC0000022.3,asperfuranone,0.7546603407878172,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC5,3099776,3135930,"HR-PKS, PT (DMATS)",FBGC00251,100.0,shamixanthone,no,no
Aspergillus_nidulans_FGSC_A4,NC_066257,20847,NC_066257.1.region005,3184638,3218200,terpene,13,BGC0000120.5,patulin,0.5534296065438304,preaspterpenacid I,Aspergillus terreus NIH2624,BGC6,3183485,3205484,chimeric TS,FBGC00008,68.9,variediene,no,no
Aspergillus_nidulans_FGSC_A4,NC_066258,53343,NC_066258.1.region001,86874,168684,NRPS,80,BGC0001515.4,aspercryptins,0.8774459153655192,aspercryptins,Aspergillus nidulans FGSC A4,BGC7,71896,140216,NRPS,FBGC00345,99.8,aspercryptin,no,no
Aspergillus_nidulans_FGSC_A4,NC_066258,10739,NC_066258.1.region002,176866,243367,PKS,90,BGC0000057.5,F9775A/F9775B/orsellinic acid,0.8126410337774762,"F9775A, F9775B, orsellinic acid",Aspergillus nidulans FGSC A4,BGC8,206866,217604,NR-PKS,FBGC00232,66.7,diorcinol,no,no
Aspergillus_nidulans_FGSC_A4,NC_066258,0,NC_066258.1.region003,479852,510954,terpene,,,,0.35730399784989,cattleyene,Streptomyces cattleya NRRL 8057 = DSM 46488,,,,,,,,no,no
Aspergillus_nidulans_FGSC_A4,NC_066258,31531,NC_066258.1.region004,733960,797193,NRPS,,,,0.6038449151974288,peramine,Epichloe festucae,BGC9,757957,789487,NRPS-like,,,,no,no
Aspergillus_nidulans_FGSC_A4,NC_066258,11189,NC_066258.1.region005,873700,906606,terpene,85,BGC0002603.2,chevalone E,0.612672171009964,chevalone E,Aspergillus versicolor,BGC10,880418,891606,"TC (Pyr4), PT (UbiA), PPPS",FBGC00019,64.0,chevalone E,yes,yes
Aspergillus_nidulans_FGSC_A4,NC_066258,6675,NC_066258.1.region006,1106199,1172873,PKS,100,BGC0000107.3,naphthopyrone,1.0,naphthopyrone,Aspergillus nidulans FGSC A4,BGC11,1136199,1142873,NR-PKS,FBGC00615,36.5,YWA1 derivative,no,no
Aspergillus_nidulans_FGSC_A4,NC_066258,7131,NC_066258.1.region007,1252070,1284462,terpene,,,,0.7607227690539425,clavaric acid,Hypholoma sublateritium,BGC12,1264307,1271437,TC (SHC/OSC),,,,no,no
