atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
25	atlas_context	dataset_family_atlas	11601	mix	FAM_00202	FAM_00202;FAM_02323	4	4		0	4	present	NRPS.PKS;mix	NRPS.T1PKS	2		54	12	tier_1	Cordyceps_militaris_CM01	UNLABELED	NW_006271969.1.region003	BGC5	NRPS;PKS	FAM_00202;FAM_02323	present	2	0	2	antiSMASH+FunBGCeX	knowncluster_high	BGC0002259.2 | beauveriolide I/beauveriolide III; clustercompare 0.9811275528138894: beauveriolide I, beauveriolide III; FBGC00297 99.2: beauveriolide I	beauveriolide I/beauveriolide III	beauveriolide I	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=keyword	Cordyceps_militaris_CM01 NW_006271969.1.region003 represents BiG-SCAPE CC 11601 (FAM_00202) with 4 clustered records across 4 dataset genomes. Annotation hints include BGC0002259.2 | beauveriolide I/beauveriolide III; clustercompare 0.9811275528138894: beauveriolide I, beauveriolide III; FBGC00297 99.2: beauveriolide I, but product identity is not assigned.
26	atlas_context	dataset_family_atlas	1815	mix	FAM_00064	FAM_00064;FAM_02429	4	4		0	4	present	PKS;mix	NRPS-like.T1PKS;T1PKS	3		58	12	tier_1	Fusarium_verticillioides_7600	UNLABELED	NC_031679.1.region002	BGC30	PKS	FAM_00064;FAM_02429	present	2	0	2	antiSMASH+FunBGCeX	knowncluster_high	BGC0000030.3 | bikaverin; clustercompare 0.870629092914688: bikaverin; FBGC00238 96.4: bikaverin	bikaverin	bikaverin	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Fusarium_verticillioides_7600 NC_031679.1.region002 represents BiG-SCAPE CC 1815 (FAM_00064) with 4 clustered records across 4 dataset genomes. Annotation hints include BGC0000030.3 | bikaverin; clustercompare 0.870629092914688: bikaverin; FBGC00238 96.4: bikaverin, but product identity is not assigned.
27	atlas_context	dataset_family_atlas	1393	mix	FAM_00047	FAM_00047;FAM_01401	4	4		0	4	present	NRPS;mix	NRPS-like	2		71	12	tier_1	Aspergillus_oryzae_RIB40	UNLABELED	NC_036436.1.region007	BGC26	NRPS	FAM_00047;FAM_01401	present	2	0	2	antiSMASH+FunBGCeX	knowncluster_high	BGC0001516.5 | aspergillic acid; clustercompare 0.7595186192104435: aspergillic acid; FBGC00132 81.9: aspergillic acid	aspergillic acid	aspergillic acid	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_oryzae_RIB40 NC_036436.1.region007 represents BiG-SCAPE CC 1393 (FAM_00047) with 4 clustered records across 4 dataset genomes. Annotation hints include BGC0001516.5 | aspergillic acid; clustercompare 0.7595186192104435: aspergillic acid; FBGC00132 81.9: aspergillic acid, but product identity is not assigned.
28	atlas_context	dataset_family_atlas	8723	mix	FAM_00179	FAM_00179;FAM_02459	4	4		0	4	present	PKS;mix	T1PKS	3		88	11	tier_1	Fusarium_oxysporum_Fo47	UNLABELED	NC_072843.1.region003	BGC24	PKS	FAM_00179;FAM_02459	present	3	0	3	antiSMASH+FunBGCeX	knowncluster_high	BGC0001242.3 | oxyjavanicin; clustercompare 0.7818875882960834: oxyjavanicin; FBGC00245 93.4: fusarubin	oxyjavanicin	fusarubin	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Fusarium_oxysporum_Fo47 NC_072843.1.region003 represents BiG-SCAPE CC 8723 (FAM_00179) with 4 clustered records across 4 dataset genomes. Annotation hints include BGC0001242.3 | oxyjavanicin; clustercompare 0.7818875882960834: oxyjavanicin; FBGC00245 93.4: fusarubin, but product identity is not assigned.
29	atlas_context	dataset_family_atlas	192	mix	FAM_00003	FAM_00003;FAM_01390	4	4		0	4	present	NRPS;mix	NRPS	3		91	11	tier_1	Trichoderma_reesei_QM6a	UNLABELED	NW_006711167.1.region001	BGC31	NRPS	FAM_00003;FAM_01390	present	3	0	3	antiSMASH+FunBGCeX	knowncluster_high	BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.7677400316319561: dimethylcoprogen; FBGC00373 29.7: triacetylfusarinine C/hydroxyferricrocin	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	triacetylfusarinine C/hydroxyferricrocin	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Trichoderma_reesei_QM6a NW_006711167.1.region001 represents BiG-SCAPE CC 192 (FAM_00003) with 4 clustered records across 4 dataset genomes. Annotation hints include BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.7677400316319561: dimethylcoprogen; FBGC00373 29.7: triacetylfusarinine C/hydroxyferricrocin, but product identity is not assigned.
30	atlas_context	dataset_family_atlas	7333	mix	FAM_00160	FAM_00160;FAM_01793	4	4		0	4	present	mix;terpene	T1PKS.terpene;terpene	3		110	11	tier_1	Serpula_lacrymans_S7.9	UNLABELED	NW_006763296.1.region002	BGC22	terpene	FAM_00160;FAM_01793	present	2	0	2	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0002707.2 | (+)-δ-cadinol; clustercompare 0.8455379067261387: (+)-δ-cadinol; FBGC00640 62.8: (+)-delta-cadinol	(+)-δ-cadinol	(+)-delta-cadinol	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=keyword	Serpula_lacrymans_S7.9 NW_006763296.1.region002 represents BiG-SCAPE CC 7333 (FAM_00160) with 4 clustered records across 4 dataset genomes. Annotation hints include BGC0002707.2 | (+)-δ-cadinol; clustercompare 0.8455379067261387: (+)-δ-cadinol; FBGC00640 62.8: (+)-delta-cadinol, but product identity is not assigned.
31	atlas_context	dataset_family_atlas	1696	mix	FAM_00056	FAM_00056;FAM_01773	4	4		0	4	present	mix;terpene	T1PKS.terpene;terpene	3		185	11	tier_1	Fusarium_oxysporum_Fo47	UNLABELED	NC_072849.1.region004	BGC51	terpene	FAM_00056;FAM_01773	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001481.3 | α-acorenol; clustercompare 0.8928617127055187: α-acorenol; FBGC00603 92.7: (-)-alpha-acorenol	α-acorenol	(-)-alpha-acorenol	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=keyword	Fusarium_oxysporum_Fo47 NC_072849.1.region004 represents BiG-SCAPE CC 1696 (FAM_00056) with 4 clustered records across 4 dataset genomes. Annotation hints include BGC0001481.3 | α-acorenol; clustercompare 0.8928617127055187: α-acorenol; FBGC00603 92.7: (-)-alpha-acorenol, but product identity is not assigned.
32	atlas_context	dataset_family_atlas	6348	mix	FAM_00145	FAM_00145;FAM_01419	4	4		0	4	present	NRPS;mix	NRP-metallophore.NRPS;NRPS	4		190	10	tier_2	Fusarium_graminearum_PH-1_NRRL_31084	UNLABELED	NC_026476.1.region002	BGC35	NRPS	FAM_00145;FAM_01419	present	4	0	4	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7215277103080191: epichloenin A; FBGC00372 48.5: triacetylfusarinine C/hydroxyferricrocin		triacetylfusarinine C/hydroxyferricrocin	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7; FunBGCeX_similarity>=10	Fusarium_graminearum_PH-1_NRRL_31084 NC_026476.1.region002 represents BiG-SCAPE CC 6348 (FAM_00145) with 4 clustered records across 4 dataset genomes. Annotation hints include clustercompare 0.7215277103080191: epichloenin A; FBGC00372 48.5: triacetylfusarinine C/hydroxyferricrocin, but product identity is not assigned.
33	atlas_context	dataset_family_atlas	1637	mix	FAM_00055	FAM_00055;FAM_02426	4	4		0	4	present	PKS;mix	T1PKS	1		245	10	tier_2	Claviceps_purpurea_20.1	UNLABELED	CAGA01000032.1.region001	BGC11	PKS	FAM_00055;FAM_02426	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001886.2 | Secalonic acid B/Secalonic acid A/Secalonic acid C/Endocrocin/Clavorubin; clustercompare 0.8326833731381281: Secalonic acid B, Secalonic acid A, Secalonic acid C, Endocrocin, Clavorubin; FBGC00021 98.9: ergochromes	Secalonic acid B/Secalonic acid A/Secalonic acid C/Endocrocin/Clavorubin	ergochromes	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Claviceps_purpurea_20.1 CAGA01000032.1.region001 represents BiG-SCAPE CC 1637 (FAM_00055) with 4 clustered records across 4 dataset genomes. Annotation hints include BGC0001886.2 | Secalonic acid B/Secalonic acid A/Secalonic acid C/Endocrocin/Clavorubin; clustercompare 0.8326833731381281: Secalonic acid B, Secalonic acid A, Secalonic acid C, Endocrocin, Clavorubin; FBGC00021 98.9: ergochromes, but product identity is not assigned.
34	atlas_context	dataset_family_atlas	1527	mix	FAM_00054	FAM_00054;FAM_01772	4	4		0	4	present	mix;terpene	terpene	4		979	6	tier_3	Colletotrichum_higginsianum_IMI_349063	UNLABELED	NC_030957.1.region005		terpene	FAM_00054;FAM_01772	present	4	0	4	antiSMASH-only	knowncluster_moderate	BGC0001839.3 | squalestatin S1; clustercompare 0.6204992299631987: squalestatin S1	squalestatin S1		manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=20	Colletotrichum_higginsianum_IMI_349063 NC_030957.1.region005 represents BiG-SCAPE CC 1527 (FAM_00054) with 4 clustered records across 4 dataset genomes. Annotation hints include BGC0001839.3 | squalestatin S1; clustercompare 0.6204992299631987: squalestatin S1, but product identity is not assigned.
35	atlas_context	dataset_family_atlas	3166	NRPS.PKS.other	FAM_02787	FAM_02787	4	3		0	3	present	NRPS.PKS.other	NRPS.T1PKS.indole	1		333	9	tier_2	Aspergillus_flavus_NRRL3357	UNLABELED	CP059868.1.region011	BGC35	NRPS;PKS;indole	FAM_00016;FAM_02787	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0000007.3 | aflatoxin G1/aflatoxin B1; clustercompare 0.935040382036029: α-cyclopiazonic acid; FBGC00053 98.4: aflatoxins	aflatoxin G1/aflatoxin B1	aflatoxins	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; clustercompare>=0.7; FunBGCeX_similarity>=10	Aspergillus_flavus_NRRL3357 CP059868.1.region011 represents BiG-SCAPE CC 3166 (FAM_02787) with 4 clustered records across 3 dataset genomes. Annotation hints include BGC0000007.3 | aflatoxin G1/aflatoxin B1; clustercompare 0.935040382036029: α-cyclopiazonic acid; FBGC00053 98.4: aflatoxins, but product identity is not assigned.
36	atlas_context	dataset_family_atlas	4946	mix	FAM_00124	FAM_00124;FAM_01783	4	2		0	2	present	mix;terpene	NRPS;terpene	4		247	10	tier_2	Beauveria_bassiana_ARSEF_2860	UNLABELED	NW_007930857.1.region001	BGC30	NRPS	FAM_00124;FAM_01593	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.7668734524214195: dimethylcoprogen; FBGC00373 29.6: triacetylfusarinine C/hydroxyferricrocin	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	triacetylfusarinine C/hydroxyferricrocin	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Beauveria_bassiana_ARSEF_2860 NW_007930857.1.region001 represents BiG-SCAPE CC 4946 (FAM_00124) with 4 clustered records across 2 dataset genomes. Annotation hints include BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.7668734524214195: dimethylcoprogen; FBGC00373 29.6: triacetylfusarinine C/hydroxyferricrocin, but product identity is not assigned.
37	atlas_context	dataset_family_atlas	10386	mix	FAM_00193	FAM_00193;FAM_02322	3	3		0	3	present	NRPS.PKS;mix	NRPS-like.T1PKS	2		44	12	tier_1	Fusarium_verticillioides_7600	UNLABELED	NC_031677.1.region002	BGC15	NRPS;PKS	FAM_00193;FAM_02322	present	2	0	2	antiSMASH+FunBGCeX	knowncluster_high	BGC0001190.3 | fusaric acid; clustercompare 0.9668063353068777: fusaric acid; FBGC00309 100.0: fusaric acid	fusaric acid	fusaric acid	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Fusarium_verticillioides_7600 NC_031677.1.region002 represents BiG-SCAPE CC 10386 (FAM_00193) with 3 clustered records across 3 dataset genomes. Annotation hints include BGC0001190.3 | fusaric acid; clustercompare 0.9668063353068777: fusaric acid; FBGC00309 100.0: fusaric acid, but product identity is not assigned.
38	atlas_context	dataset_family_atlas	10484	NRPS	FAM_01428	FAM_01428	3	3		0	3	present	NRPS	NRPS	2		46	12	tier_1	Aspergillus_flavus_NRRL3357	UNLABELED	CP059871.1.region011	BGC81	NRPS	FAM_00082;FAM_01428	present	2	0	2	antiSMASH+FunBGCeX	knowncluster_high	BGC0001123.5 | aspirochlorine; clustercompare 0.7963386524006225: aspirochlorine; FBGC00397 99.1: aspirochlorine	aspirochlorine	aspirochlorine	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_flavus_NRRL3357 CP059871.1.region011 represents BiG-SCAPE CC 10484 (FAM_01428) with 3 clustered records across 3 dataset genomes. Annotation hints include BGC0001123.5 | aspirochlorine; clustercompare 0.7963386524006225: aspirochlorine; FBGC00397 99.1: aspirochlorine, but product identity is not assigned.
39	atlas_context	dataset_family_atlas	1351	mix	FAM_00045	FAM_00045;FAM_02772	3	3		0	3	present	NRPS.PKS.terpene;mix	NRPS.T1PKS;NRPS.T1PKS.terpene-precursor;NRPS.T1PKS.terpene.terpene-precursor	2		47	12	tier_1	Aspergillus_oryzae_RIB40	UNLABELED	NC_036436.1.region003	BGC18	NRPS;PKS;terpene	FAM_00045;FAM_02772	present	2	0	2	antiSMASH+FunBGCeX	knowncluster_high	BGC0001445.5 | leporin B; clustercompare 0.9070639223797667: leporin B; FBGC00272 84.8: leporin B	leporin B	leporin B	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_oryzae_RIB40 NC_036436.1.region003 represents BiG-SCAPE CC 1351 (FAM_00045) with 3 clustered records across 3 dataset genomes. Annotation hints include BGC0001445.5 | leporin B; clustercompare 0.9070639223797667: leporin B; FBGC00272 84.8: leporin B, but product identity is not assigned.
40	atlas_context	dataset_family_atlas	1290	mix	FAM_00040	FAM_00040;FAM_02422	3	3		0	3	present	PKS;mix	T1PKS	2		50	12	tier_1	Aspergillus_flavus_NRRL3357	UNLABELED	CP059868.1.region005	BGC30	PKS	FAM_00040;FAM_02422	present	2	0	2	antiSMASH+FunBGCeX	knowncluster_high	BGC0001304.3 | aflavarin; clustercompare 0.9240839218954914: aflavarin; FBGC00243 100.0: aflavarin	aflavarin	aflavarin	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_flavus_NRRL3357 CP059868.1.region005 represents BiG-SCAPE CC 1290 (FAM_00040) with 3 clustered records across 3 dataset genomes. Annotation hints include BGC0001304.3 | aflavarin; clustercompare 0.9240839218954914: aflavarin; FBGC00243 100.0: aflavarin, but product identity is not assigned.
41	atlas_context	dataset_family_atlas	221	mix	FAM_00006	FAM_00006;FAM_02703	3	3		0	3	present	RiPP;mix	fungal-RiPP	2		52	12	tier_1	Aspergillus_oryzae_RIB40	UNLABELED	NC_036439.1.region010	BGC60	RiPP	FAM_00006;FAM_02703	present	2	0	2	antiSMASH+FunBGCeX	knowncluster_high	BGC0000627.4 | ustiloxin B; clustercompare 0.7119991279401617: ustiloxin B; FBGC00492 72.5: ustiloxin B	ustiloxin B	ustiloxin B	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_oryzae_RIB40 NC_036439.1.region010 represents BiG-SCAPE CC 221 (FAM_00006) with 3 clustered records across 3 dataset genomes. Annotation hints include BGC0000627.4 | ustiloxin B; clustercompare 0.7119991279401617: ustiloxin B; FBGC00492 72.5: ustiloxin B, but product identity is not assigned.
42	atlas_context	dataset_family_atlas	108	mix	FAM_00001	FAM_00001;FAM_02675	3	3		0	3	present	NRPS.terpene;mix	NRPS.terpene	2		56	12	tier_1	Aspergillus_flavus_NRRL3357	UNLABELED	CP059868.1.region009	BGC33	NRPS;terpene	FAM_00001;FAM_02675	present	2	0	2	antiSMASH+FunBGCeX	knowncluster_high	BGC0002248.3 | flavunoidine; clustercompare 0.8570938635527451: flavunoidine; FBGC00377 99.9: flavunoidine	flavunoidine	flavunoidine	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_flavus_NRRL3357 CP059868.1.region009 represents BiG-SCAPE CC 108 (FAM_00001) with 3 clustered records across 3 dataset genomes. Annotation hints include BGC0002248.3 | flavunoidine; clustercompare 0.8570938635527451: flavunoidine; FBGC00377 99.9: flavunoidine, but product identity is not assigned.
43	atlas_context	dataset_family_atlas	4442	mix	FAM_00119	FAM_00119;FAM_02445	3	3		0	3	present	PKS;mix	T1PKS	2		57	12	tier_1	Aspergillus_flavus_NRRL3357	UNLABELED	CP059869.1.region010	BGC44	PKS	FAM_00119;FAM_02445	present	2	0	2	antiSMASH+FunBGCeX	knowncluster_high	BGC0002238.3 | 2,4'-dihydroxy-3'-methoxypropiophenone; clustercompare 0.8633231024697757: 2,4'-dihydroxy-3'-methoxypropiophenone; FBGC00291 99.7: 2,4'-dihydroxy-3'-methoxypropiophenone	2,4'-dihydroxy-3'-methoxypropiophenone	2,4'-dihydroxy-3'-methoxypropiophenone	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_flavus_NRRL3357 CP059869.1.region010 represents BiG-SCAPE CC 4442 (FAM_00119) with 3 clustered records across 3 dataset genomes. Annotation hints include BGC0002238.3 | 2,4'-dihydroxy-3'-methoxypropiophenone; clustercompare 0.8633231024697757: 2,4'-dihydroxy-3'-methoxypropiophenone; FBGC00291 99.7: 2,4'-dihydroxy-3'-methoxypropiophenone, but product identity is not assigned.
